source,category,title,url,picture
BBC,arts/culture/celebrities,"The terrifying stunts of a French film legendDecades before Tom Cruise was making audiences gasp, Jean-Paul Belmondo was getting up to even more hair-raising exploits on screen – sometimes with few safety measures.",https://www.bbc.com/culture/article/20250501-the-terrifying-stunts-of-a-french-film-legend,https://static.files.bbci.co.uk/bbcdotcom/web/20250428-123652-7bc49a8f4-web-2.20.1-1/grey-placeholder.png
BBC,arts/culture/celebrities,India seeks to stop auction of jewels linked to Buddha remainsDelhi has called the sale of the jewels illegal and demanded for them to be repatriated to India.7 hrs agoAsia,https://www.bbc.com/news/articles/c7vn24j3v2jo,https://static.files.bbci.co.uk/bbcdotcom/web/20250428-123652-7bc49a8f4-web-2.20.1-1/grey-placeholder.png
BBC,arts/culture/celebrities,"What is Sean 'Diddy' Combs charged with and how are jurors picked?The rap mogul denies sex trafficking and racketeering charges, plus dozens of other lawsuits alleging abuse.4 hrs agoUS & Canada",https://www.bbc.com/news/articles/c0qz32wzeego,https://static.files.bbci.co.uk/bbcdotcom/web/20250428-123652-7bc49a8f4-web-2.20.1-1/grey-placeholder.png
BBC,arts/culture/celebrities,"27 of the best looks from Met Gala 2025The theme for this year's event was ""Superfine: Tailoring Black Style"", the first since 2003 to focus exclusively on menswear.7 hrs agoUS & Canada",https://www.bbc.com/news/articles/c20xvd10xv5o,https://static.files.bbci.co.uk/bbcdotcom/web/20250428-123652-7bc49a8f4-web-2.20.1-1/grey-placeholder.png
BBC,arts/culture/celebrities,"The long tradition of black dandyism, this year's Met Gala themeThis year's Costume Institute spring exhibition and Met Gala are honouring black ""dandy"" style, and the tradition of bold tailoring worn by black men that has made a statement.3 days agoCulture",https://www.bbc.com/culture/article/20250502-how-black-men-have-used-bold-fashion-as-resistance,https://static.files.bbci.co.uk/bbcdotcom/web/20250428-123652-7bc49a8f4-web-2.20.1-1/grey-placeholder.png
BBC,arts/culture/celebrities,"Watch: Rihanna's baby bump and suits galore from 2025 Met Gala red carpetThe theme for this year's event was ""Superfine: Tailoring Black Style,"" the first since 2003 to focus exclusively on menswear.10 hrs agoUS & Canada",https://www.bbc.com/news/videos/c7052gnx75qo,https://static.files.bbci.co.uk/bbcdotcom/web/20250428-123652-7bc49a8f4-web-2.20.1-1/grey-placeholder.png
BBC,arts/culture/celebrities,A snapshot of culture on VE Day 1945,https://www.bbc.com/audio/play/m002bszx,
BBC,arts/culture/celebrities,Vardy must pay £1.4m of Rooney's 'Wagatha' legal costs52 mins agoCulture,https://www.bbc.com/news/articles/c7939wwxd0jo,
BBC,arts/culture/celebrities,Trump film tariffs to be part of UK-US trade talks20 hrs agoCulture,https://www.bbc.com/news/articles/cz01kx3yrmvo,
BBC,arts/culture/celebrities,What impact might Trump's Hollywood tariffs plan have?22 hrs agoCulture,https://www.bbc.com/news/articles/cwy04kjwk09o,
BBC,arts/culture/celebrities,"Met Gala tickets cost $75,000. Here's what to know about fashion's biggest night2 days agoCulture",https://www.bbc.com/news/articles/c3r807j7xrwo,
BBC,arts/culture/celebrities,"12 of the best films to watch this MayFrom Thunderbolts* to Mission: Impossible - The Final Reckoning, these are the films to stream at home and watch at the cinema this month.4 days agoCulture",https://www.bbc.com/culture/article/20250423-12-of-the-best-films-to-watch-in-may,https://static.files.bbci.co.uk/bbcdotcom/web/20250428-123652-7bc49a8f4-web-2.20.1-1/grey-placeholder.png
BBC,arts/culture/celebrities,"10 of the best TV shows to watch this MayFrom Tina Fey's new relationship comedy to an action drama from the creator of Lost, and the return of Sarah Jessica Parker in the third season of And Just Like That...5 days agoCulture",https://www.bbc.com/culture/article/20250429-10-of-the-best-tv-shows-to-watch-this-may,https://static.files.bbci.co.uk/bbcdotcom/web/20250428-123652-7bc49a8f4-web-2.20.1-1/grey-placeholder.png
